,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
MP1_0026,0,39,37,80,11,35,65,71,33,0,34,53,0,68,39
MP1_0027,77,80,45,80,30,58,80,75,78,80,75,53,14,57,32
MP1_0028,12,13,1,21,0,38,41,12,36,0,0,32,0,59,31
MP1_0029,52,57,57,0,13,34,28,45,16,80,20,3,79,68,62
MP1_0030,4,39,58,0,0,43,38,76,17,0,2,57,65,68,67
MP1_0031,67,67,52,80,0,54,53,71,28,26,12,73,0,68,21
MP1_0032,9,70,69,80,0,37,68,71,75,49,71,52,66,68,59
MP1_0033,11,80,80,80,0,38,65,75,49,80,80,69,14,57,42
MP1_0034,68,0,35,0,0,3,0,46,11,0,48,60,65,68,54
MP1_0035,77,29,61,80,43,62,68,71,75,0,9,49,66,0,59
MP1_0036,9,29,61,80,0,54,53,46,28,0,48,52,65,42,57
MP1_0037,79,40,48,80,54,57,68,71,75,0,0,73,1,68,21
MP1_0038,73,29,48,80,0,38,53,71,28,0,12,73,0,68,21
MP1_0039,66,36,78,0,30,57,68,71,75,0,9,73,66,68,59
MP1_0040,64,70,56,80,67,54,53,75,28,80,36,73,14,80,24
MP1_0041,80,80,79,80,30,54,65,71,33,49,17,74,65,68,77
MP1_0042,80,80,56,80,13,43,65,75,33,80,20,74,14,68,42
MP1_0043,24,29,37,80,13,59,68,76,75,0,4,58,1,68,21
MP1_0044,53,39,69,80,0,54,65,71,33,0,5,74,65,68,77
MP1_0045,74,70,45,80,30,38,68,76,75,6,0,58,1,68,21
MP1_0046,0,80,45,80,0,54,65,80,33,80,24,59,14,80,42
MP1_0047,9,70,45,80,0,34,68,75,75,80,32,52,15,68,24
MP1_0048,65,70,56,80,0,56,68,75,75,80,73,73,15,80,24
MP1_0049,9,29,55,0,0,41,54,71,67,0,2,52,66,68,59
NP1_0000,78,80,80,80,80,79,80,18,80,80,80,80,80,80,68
NP1_0001,21,80,41,80,30,37,80,69,80,80,20,50,15,8,42
NP1_0002,78,80,65,80,80,37,80,30,80,80,80,55,80,11,80
NP1_0003,78,39,68,80,80,37,80,31,80,0,17,77,1,12,33
NP1_0004,9,70,33,80,0,37,68,29,75,80,32,55,15,0,8
NP1_0005,67,80,41,80,54,42,80,30,80,80,78,50,15,0,42
NP1_0006,0,39,27,80,0,37,80,26,80,0,60,50,1,0,39
NP1_0007,21,80,41,80,0,37,80,30,80,80,20,56,15,34,42
NP1_0008,11,70,65,80,80,42,68,30,75,80,80,49,80,0,62
NP1_0009,77,80,41,80,80,37,80,30,80,80,32,50,15,0,42
NP1_0010,21,47,41,80,80,40,80,1,80,0,31,50,1,0,34
NP1_0011,77,29,33,80,80,37,68,26,75,0,51,49,1,0,21
NP1_0012,12,29,33,80,0,38,68,31,75,0,58,55,1,12,21
NP1_0013,9,70,45,80,0,37,55,51,73,80,20,50,14,57,19
NP1_0014,21,80,45,80,0,64,80,32,80,80,20,33,1,60,39
NP1_0015,16,80,41,80,80,37,80,30,80,80,73,50,15,0,42
NP1_0016,0,30,27,80,0,59,80,26,80,0,60,50,1,0,39
NP1_0017,75,80,65,80,80,76,80,38,80,80,80,58,80,20,80
NP1_0018,24,80,44,80,80,65,80,66,80,80,73,50,1,8,39
NP1_0019,77,63,65,80,0,54,68,30,75,80,20,47,80,0,62
NP1_0020,66,80,65,80,80,37,80,30,80,80,80,50,80,0,80
NP1_0021,20,70,65,80,67,37,68,30,75,80,80,49,80,0,62
NP1_0022,9,39,33,80,80,37,80,5,80,0,56,50,1,0,39
NP1_0023,23,43,8,59,80,29,52,30,68,80,80,50,80,0,80
NP1_0024,80,80,76,80,80,37,80,30,80,80,80,77,80,54,80
NP1_0025,77,80,41,80,80,42,80,30,80,80,80,50,15,0,42
NP1_0026,12,39,33,80,13,37,80,26,80,0,12,50,1,0,39
NP1_0027,78,39,57,80,80,37,80,6,80,0,60,69,1,12,33
NP1_0028,21,67,36,0,80,37,45,30,79,80,80,11,15,72,42
NP1_0029,78,80,76,80,67,37,80,30,80,80,76,71,15,20,42
NP1_0030,77,80,45,80,80,37,80,40,80,80,80,60,15,72,42
NP1_0031,66,70,65,80,80,37,68,35,75,80,80,55,80,12,62
NP1_0032,19,70,41,80,80,37,68,6,75,80,80,49,14,0,19
NP1_0033,77,80,41,80,80,37,80,30,80,80,71,50,15,0,42
NP1_0034,77,63,41,80,67,37,68,30,75,80,32,49,15,0,24
NP1_0035,63,80,65,80,80,63,80,45,80,80,80,80,80,80,80
NP1_0036,75,70,65,80,80,37,68,24,75,80,80,54,80,26,62
NP1_0037,67,65,65,0,67,80,45,29,68,80,80,0,24,0,8
NP1_0038,78,39,61,80,80,41,80,32,80,0,60,58,66,60,77
NP1_0039,0,39,57,80,26,80,80,26,80,0,60,50,66,0,77
NP1_0040,75,39,57,80,67,37,80,31,80,0,60,76,1,12,33
NP1_0041,78,39,57,80,80,41,80,26,80,0,60,51,66,0,77
NP1_0042,21,39,33,80,80,59,80,27,80,0,12,50,1,0,39
NP1_0043,21,80,41,80,67,37,80,30,80,80,32,55,15,26,42
NP1_0044,77,70,65,80,80,37,68,30,75,80,80,49,80,0,62
NP1_0045,74,80,41,80,80,42,80,30,80,80,78,50,15,0,42
NP1_0046,66,80,65,80,80,37,80,30,80,80,80,50,80,0,80
NP1_0047,75,80,76,80,43,43,80,74,80,80,20,77,77,8,73
NP1_0048,62,70,41,80,0,37,68,30,75,80,32,50,15,0,24
NP1_0049,21,80,41,80,0,34,80,30,80,80,20,53,15,15,42
TP1_0000,62,62,49,80,80,37,68,4,75,80,75,54,14,0,3
TP1_0001,16,53,27,80,80,37,46,4,62,80,32,19,14,0,3
TP1_0002,4,70,65,80,80,37,66,5,44,80,80,49,79,0,57
TP1_0003,23,54,17,80,80,3,56,4,63,80,80,54,15,0,3
TP1_0004,7,41,8,0,67,0,0,29,0,80,68,0,14,0,8
TP1_0005,65,70,35,80,80,42,66,6,44,80,32,49,14,0,13
TP1_0006,68,41,32,0,80,0,0,12,0,80,68,1,15,8,15
TP1_0007,63,70,51,80,80,37,46,4,62,80,80,10,14,11,15
TP1_0008,23,54,8,80,80,28,40,29,47,80,80,60,15,12,8
TP1_0009,70,70,63,80,80,42,68,39,62,80,80,51,14,0,15
TP1_0010,15,54,31,80,80,3,25,49,59,80,44,57,14,38,3
TP1_0011,63,80,70,80,80,37,80,44,67,80,76,76,14,20,3
TP1_0012,41,41,32,0,80,16,0,43,0,80,68,0,14,8,15
TP1_0013,12,41,8,12,80,3,15,25,47,80,44,10,0,20,0
TP1_0014,0,41,8,0,80,29,13,12,2,80,76,51,14,20,3
TP1_0015,50,41,35,80,80,16,29,4,30,80,68,0,14,0,3
TP1_0016,47,41,38,80,80,6,27,6,15,80,68,27,31,72,15
TP1_0017,66,70,57,80,80,40,44,4,18,80,80,7,79,12,51
TP1_0018,66,70,69,80,67,54,53,50,28,80,80,50,79,0,57
TP1_0019,65,80,59,80,80,53,80,5,67,80,80,76,14,72,15
TP1_0020,58,70,68,80,80,43,68,4,61,80,68,41,15,12,14
TP1_0021,56,70,61,80,80,38,44,10,59,80,80,13,14,60,37
TP1_0022,66,70,41,80,80,52,53,13,28,80,32,64,14,20,19
TP1_0023,12,41,8,59,80,3,2,7,4,80,68,20,14,72,8
TP1_0024,66,70,68,80,80,41,53,45,28,49,46,41,0,8,0
TP1_0025,39,41,40,80,80,16,44,4,16,80,68,0,14,0,37
TP1_0026,63,67,56,80,80,59,57,0,8,63,60,32,56,12,38
TP1_0027,13,70,65,80,80,37,66,5,46,80,80,49,70,0,57
TP1_0028,63,70,57,80,80,37,68,4,62,80,80,72,14,12,15
TP1_0029,66,70,65,80,80,37,53,4,28,80,80,30,79,12,51
TP1_0030,67,70,41,80,80,37,66,6,59,80,37,49,14,0,19
TP1_0031,66,29,57,80,80,37,53,5,28,74,32,74,14,12,13
TP1_0032,66,61,61,80,80,37,44,10,40,80,80,10,79,60,51
TP1_0033,66,70,69,80,80,41,53,40,38,80,80,54,54,0,57
TP1_0034,0,41,8,0,0,0,0,4,0,80,20,0,14,26,3
TP1_0035,12,41,8,24,80,3,15,29,47,80,80,9,15,12,8
TP1_0036,26,68,20,80,80,36,56,10,59,80,37,46,14,0,3
TP1_0037,0,0,0,0,80,0,0,4,0,31,0,0,14,0,2
TP1_0038,26,54,31,80,80,3,40,39,59,80,80,73,14,12,3
TP1_0039,12,41,12,12,80,3,15,8,47,80,80,8,15,12,3
TP1_0040,65,70,61,80,80,54,44,43,44,80,80,7,14,8,3
TP1_0041,12,41,8,0,80,29,15,48,47,80,37,8,15,20,3
TP1_0042,59,70,25,80,80,29,46,4,55,80,80,28,14,80,3
TP1_0043,66,70,65,80,80,37,53,5,28,80,80,46,79,54,51
TP1_0044,12,41,8,0,67,0,0,29,4,80,66,0,14,0,8
TP1_0045,66,70,65,80,80,42,53,5,28,80,80,63,79,20,57
TP1_0046,47,70,33,80,80,37,53,5,30,80,80,50,70,0,57
TP1_0047,5,41,12,0,37,3,0,49,25,80,80,3,14,68,3
TP1_0048,65,70,70,80,80,38,68,4,51,80,80,32,14,12,15
TP1_0049,7,42,8,59,80,3,15,29,47,80,80,46,15,0,8
VP1_0000,17,54,20,80,54,8,10,49,28,80,80,21,14,80,3
VP1_0001,48,70,68,80,80,52,53,10,28,80,80,73,79,72,45
VP1_0002,7,0,0,0,0,3,15,25,47,0,60,2,1,0,5
VP1_0003,62,70,57,80,80,37,68,4,75,80,80,49,14,0,3
VP1_0004,66,70,69,80,80,54,53,40,28,80,80,62,79,26,57
VP1_0005,65,70,57,80,80,73,68,4,21,80,73,38,15,0,15
VP1_0006,15,29,53,80,80,38,68,6,62,0,60,52,1,60,12
VP1_0007,0,41,8,0,0,0,0,4,0,80,20,0,14,0,3
VP1_0008,20,29,33,80,80,41,53,4,30,0,60,49,1,0,0
VP1_0009,50,70,57,80,80,34,53,44,28,80,76,55,79,20,57
VP1_0010,15,54,20,0,0,20,10,6,11,6,76,3,0,60,0
VP1_0011,63,29,60,80,80,43,68,0,62,0,60,76,1,12,12
VP1_0012,10,70,59,80,80,62,68,4,59,80,80,49,15,0,15
VP1_0013,63,70,57,80,80,63,68,4,62,80,80,62,15,12,15
VP1_0014,49,0,24,0,80,0,0,31,0,0,48,5,0,0,12
VP1_0015,27,54,17,59,80,19,25,68,47,80,80,17,15,0,6
VP1_0016,49,20,50,80,80,37,55,35,62,0,60,46,0,0,0
VP1_0017,9,70,69,80,0,42,66,41,57,80,80,49,14,0,15
VP1_0018,9,29,33,80,80,37,53,1,28,0,60,49,17,0,28
VP1_0019,66,70,65,80,80,37,53,5,28,80,80,69,79,72,57
VP1_0020,65,59,36,80,0,60,68,4,62,80,12,76,2,12,0
VP1_0021,14,41,8,59,80,3,30,4,31,80,80,63,14,46,3
VP1_0022,51,29,57,80,80,37,66,1,30,0,60,71,65,12,54
VP1_0023,68,70,65,80,80,37,66,5,59,80,80,49,63,0,57
VP1_0024,0,41,8,0,0,0,0,4,0,80,20,0,14,0,3
VP1_0025,0,70,59,0,0,34,41,5,12,80,73,49,79,0,57
VP1_0026,66,70,69,80,80,41,53,64,38,80,80,49,47,0,62
VP1_0027,8,41,8,0,80,3,15,28,34,80,76,11,15,72,8
VP1_0028,11,70,57,80,80,37,68,4,75,80,80,49,14,0,3
VP1_0029,0,41,12,0,0,3,13,10,2,80,76,54,14,72,3
VP1_0030,69,70,63,80,80,43,66,41,59,80,80,48,14,0,3
VP1_0031,11,41,8,80,80,3,28,4,3,80,80,49,14,0,3
VP1_0032,10,80,57,80,80,76,80,4,67,80,80,50,15,0,17
VP1_0033,10,70,69,80,54,54,53,49,28,80,80,49,14,42,15
VP1_0034,12,41,8,12,80,3,15,29,47,80,80,2,15,0,8
VP1_0035,26,13,9,80,80,3,25,52,47,0,60,33,1,0,5
VP1_0036,12,41,8,24,80,3,15,29,47,80,80,24,15,0,8
VP1_0037,54,29,61,80,80,37,68,5,75,0,60,49,65,0,54
VP1_0038,0,63,57,80,0,34,53,5,28,80,78,49,79,0,57
VP1_0039,26,47,8,80,80,28,40,55,47,80,80,49,15,0,8
VP1_0040,10,70,65,80,80,37,53,6,28,80,80,52,69,60,55
VP1_0041,65,29,60,80,80,37,68,0,75,0,60,76,2,12,12
VP1_0042,26,54,20,80,80,8,40,25,59,80,80,46,15,0,6
VP1_0043,66,29,57,80,80,37,66,2,53,0,60,49,0,0,40
VP1_0044,11,29,57,80,80,60,68,1,62,0,60,49,1,0,28
VP1_0045,12,0,4,12,80,3,15,68,47,0,60,2,1,18,5
VP1_0046,12,41,8,0,80,3,15,29,47,80,80,4,15,0,8
VP1_0047,12,41,8,24,80,3,15,29,47,80,80,2,15,0,8
VP1_0048,12,41,8,12,80,3,15,29,47,80,80,13,15,0,8
VP1_0049,68,70,65,80,80,63,66,5,55,80,80,49,47,0,57
WP1_0000,78,36,72,80,0,54,53,37,28,0,48,79,65,72,59
WP1_0001,80,70,76,80,80,40,53,35,28,80,80,76,79,12,62
WP1_0002,80,80,52,80,80,76,80,61,80,80,80,77,15,20,42
WP1_0003,63,29,68,80,80,38,53,31,30,0,60,76,65,12,59
WP1_0004,80,80,52,80,80,49,65,32,33,80,80,77,14,12,42
WP1_0005,23,41,8,59,0,21,25,34,0,80,32,60,14,12,8
WP1_0006,80,80,52,80,50,49,65,35,33,80,66,77,14,12,42
WP1_0007,75,39,68,80,80,37,80,31,80,0,60,77,1,12,39
WP1_0008,76,80,52,80,80,60,78,35,64,80,80,77,14,12,42
WP1_0009,80,29,68,80,80,50,68,31,75,0,60,76,1,12,21
WP1_0010,78,80,76,80,0,60,65,35,33,80,80,77,14,12,42
WP1_0011,23,8,4,80,80,56,58,37,45,0,0,79,0,72,21
WP1_0012,65,70,36,80,54,26,46,74,19,43,50,63,14,20,14
WP1_0013,78,80,76,80,80,34,65,35,33,80,44,77,14,12,42
WP1_0014,80,80,76,80,80,57,65,35,33,80,80,77,79,12,80
WP1_0015,78,46,48,80,80,38,65,37,33,0,12,80,0,72,39
WP1_0016,78,80,76,80,80,38,65,74,33,80,80,77,14,20,42
WP1_0017,80,29,44,80,80,60,55,32,32,0,53,76,65,12,59
WP1_0018,75,29,48,80,0,63,68,36,75,0,51,62,1,72,5
WP1_0019,17,70,65,80,54,57,68,30,28,80,80,52,79,0,62
WP1_0020,78,46,80,80,80,41,67,37,37,0,53,80,0,72,39
WP1_0021,80,70,52,80,80,40,53,35,28,80,78,76,14,12,24
WP1_0022,80,29,68,80,80,76,68,63,75,0,60,76,66,20,59
WP1_0023,14,29,44,80,80,60,53,1,28,0,12,69,0,12,16
WP1_0024,53,29,42,80,80,64,68,7,35,0,58,80,0,72,16
WP1_0025,20,39,68,80,80,55,53,32,28,0,60,76,65,12,59
WP1_0026,41,13,16,80,0,26,66,30,41,0,12,77,0,12,7
WP1_0027,78,39,68,80,80,37,80,31,80,0,60,77,1,12,39
WP1_0028,23,6,4,80,0,13,15,36,7,0,53,79,0,72,5
WP1_0029,80,29,72,80,11,39,53,76,28,0,60,79,65,80,59
WP1_0030,80,29,72,80,80,56,68,38,75,0,60,76,65,12,54
WP1_0031,23,39,44,80,0,76,78,70,49,0,60,77,0,20,39
WP1_0032,14,39,44,80,0,53,80,31,80,0,12,77,1,12,39
WP1_0033,80,62,44,80,0,35,53,35,28,80,61,76,79,12,53
WP1_0034,58,0,43,0,0,7,9,31,24,0,60,74,65,12,59
WP1_0035,11,39,44,80,0,34,53,1,28,0,0,68,0,0,16
WP1_0036,80,39,48,80,0,54,65,46,33,0,60,80,0,80,16
WP1_0037,80,39,44,80,0,76,80,57,80,0,60,77,1,20,39
WP1_0038,77,70,52,80,80,34,53,35,28,80,80,76,14,12,24
WP1_0039,80,39,48,80,50,60,80,66,80,0,60,77,1,30,31
WP1_0040,78,70,76,80,80,34,53,35,28,80,80,76,79,12,62
WP1_0041,78,29,68,80,80,38,53,70,28,0,60,76,65,20,59
WP1_0042,79,70,76,80,0,60,68,29,75,80,80,76,80,12,62
WP1_0043,79,22,17,80,30,49,53,31,28,0,0,76,0,0,15
WP1_0044,80,30,41,80,26,60,65,6,33,0,12,77,0,12,34
WP1_0045,64,36,29,80,80,41,53,37,28,0,12,79,0,72,21
WP1_0046,61,29,44,80,80,45,53,31,28,0,12,76,0,12,21
WP1_0047,79,39,44,80,80,60,80,31,80,0,60,77,1,12,39
WP1_0048,80,29,44,80,0,57,55,31,32,0,48,74,0,12,21
WP1_0049,23,39,48,80,0,37,68,32,75,0,12,76,1,0,21
XP1_0000,12,41,32,0,13,3,15,29,47,80,27,0,80,0,46
XP1_0001,0,39,57,80,30,37,80,1,80,0,2,50,66,0,72
XP1_0002,0,16,22,0,0,37,44,1,67,0,0,31,66,0,54
XP1_0003,0,10,0,0,0,3,27,0,52,0,0,1,66,0,56
XP1_0004,0,10,24,0,0,0,25,25,38,0,0,1,66,0,61
XP1_0005,0,44,0,0,0,3,27,4,52,80,34,1,80,0,59
XP1_0006,0,51,8,0,0,3,27,4,52,80,24,1,80,0,59
XP1_0007,0,29,57,80,0,37,68,26,75,0,53,49,66,0,59
XP1_0008,1,10,24,0,0,3,27,0,52,0,48,1,66,0,56
XP1_0009,57,0,24,0,0,3,15,25,47,0,0,0,66,0,43
XP1_0010,54,39,57,80,67,37,80,1,80,0,60,50,57,0,60
XP1_0011,78,10,24,0,30,3,27,25,52,0,7,6,66,0,61
XP1_0012,1,10,24,0,0,15,27,25,52,0,7,1,66,0,61
XP1_0013,0,41,32,0,0,3,15,4,47,80,32,2,80,0,41
XP1_0014,0,41,30,0,0,3,15,4,47,80,68,0,80,0,41
XP1_0015,10,70,65,80,0,44,68,5,62,80,80,49,80,0,57
XP1_0016,0,10,24,0,30,3,27,0,52,0,7,1,66,0,56
XP1_0017,13,41,8,0,80,3,15,4,47,80,32,2,80,0,41
XP1_0018,1,70,65,80,0,37,68,30,75,80,27,49,80,0,62
XP1_0019,0,29,57,80,0,37,68,26,75,0,60,49,66,0,59
XP1_0020,1,29,57,80,0,43,68,26,75,0,0,49,66,0,59
XP1_0021,0,0,0,0,0,3,15,25,47,0,0,0,66,0,43
XP1_0022,0,0,24,0,80,3,13,0,43,0,48,0,66,0,38
XP1_0023,66,41,36,0,30,10,15,10,47,80,29,11,80,60,41
XP1_0024,1,41,30,0,0,3,15,4,47,80,20,0,80,0,41
XP1_0025,12,41,32,0,0,42,15,60,47,80,20,6,80,8,45
XP1_0026,9,39,33,80,0,45,80,1,80,0,0,48,1,0,34
XP1_0027,12,41,32,0,0,26,15,12,47,80,25,0,80,20,41
XP1_0028,3,0,0,0,0,3,15,0,47,0,0,0,66,0,38
XP1_0029,0,10,24,0,0,26,27,25,52,0,46,1,66,0,61
XP1_0030,15,29,57,80,30,53,68,1,75,0,0,49,66,0,54
XP1_0031,4,41,32,0,41,19,15,4,47,80,80,2,80,0,41
XP1_0032,4,0,24,0,0,0,27,25,27,0,0,0,66,0,61
XP1_0033,13,10,24,0,0,16,27,0,52,0,48,1,66,0,56
XP1_0034,10,67,65,0,0,41,55,5,75,80,32,1,80,0,75
XP1_0035,9,29,61,80,0,41,68,6,75,0,12,36,66,34,38
XP1_0036,10,39,57,80,0,34,80,1,80,0,60,49,66,0,72
XP1_0037,42,80,59,80,0,37,80,5,80,80,78,55,80,0,75
XP1_0038,7,0,24,0,80,0,15,25,45,0,48,0,66,0,43
XP1_0039,4,51,32,0,0,3,27,4,52,80,27,5,80,0,59
XP1_0040,4,10,24,0,13,0,25,0,48,0,0,1,66,0,56
XP1_0041,13,41,32,0,0,3,15,4,47,80,66,0,80,0,41
XP1_0042,0,10,35,0,0,8,15,0,47,0,19,13,66,0,38
XP1_0043,11,10,24,0,0,22,27,25,52,0,7,1,66,0,61
XP1_0044,0,11,0,0,0,3,15,43,47,74,61,0,64,0,41
XP1_0045,4,70,65,0,0,34,68,5,73,80,20,49,80,0,57
XP1_0046,3,23,27,0,0,3,15,25,47,0,7,3,66,0,43
XP1_0047,1,0,24,0,0,3,0,0,43,0,48,0,66,0,38
XP1_0048,3,0,35,0,80,19,15,0,47,0,19,23,66,0,38
XP1_0049,1,51,32,0,0,3,27,18,52,80,80,4,80,60,62
YP1_0000,52,62,48,80,0,38,53,49,6,80,27,39,14,80,3
YP1_0001,55,10,11,0,0,6,12,39,5,0,0,28,0,20,0
YP1_0002,23,54,17,80,0,43,40,77,4,80,68,29,14,80,8
YP1_0003,56,41,47,0,0,3,15,48,47,80,80,28,16,80,15
YP1_0004,66,22,45,0,0,3,0,45,0,6,48,24,40,80,38
YP1_0005,23,54,13,80,80,46,40,22,48,80,32,75,15,79,3
YP1_0006,15,23,23,0,0,43,10,50,11,0,4,20,0,80,0
YP1_0007,12,0,4,0,0,16,13,50,47,0,12,11,1,80,0
YP1_0008,23,0,4,0,0,17,0,69,0,0,48,27,0,80,5
YP1_0009,61,0,42,0,0,9,0,50,0,0,48,30,0,80,0
YP1_0010,68,70,72,80,0,46,44,49,4,80,68,24,70,80,41
YP1_0011,12,41,12,0,50,39,15,50,47,80,32,9,0,79,0
YP1_0012,64,41,29,0,0,7,0,49,0,80,20,30,14,80,3
YP1_0013,68,8,22,0,0,4,0,42,0,0,68,24,78,80,41
YP1_0014,0,23,12,80,0,15,10,51,21,0,12,47,14,80,2
YP1_0015,12,41,10,0,0,13,0,79,0,80,68,26,14,80,8
YP1_0016,58,29,48,80,0,36,53,43,28,0,0,77,1,80,28
YP1_0017,0,41,12,0,0,0,0,45,0,15,4,9,0,80,0
YP1_0018,23,7,15,0,0,0,0,45,0,0,0,30,0,80,0
YP1_0019,55,29,64,80,0,56,68,45,62,0,60,79,1,80,12
YP1_0020,56,56,53,80,80,6,31,49,0,80,68,30,15,80,15
YP1_0021,55,29,40,80,0,44,68,45,62,0,12,79,0,80,0
YP1_0022,68,0,18,0,0,10,0,49,0,65,0,30,14,80,3
YP1_0023,23,0,4,0,0,43,0,50,0,0,0,27,0,80,0
YP1_0024,66,56,57,80,67,24,44,14,4,80,68,24,25,80,29
YP1_0025,23,54,11,80,80,34,40,50,48,49,27,76,1,80,0
YP1_0026,49,29,40,0,0,64,66,43,18,0,12,78,0,80,16
YP1_0027,66,70,80,80,67,37,53,45,28,80,80,73,0,80,40
YP1_0028,25,70,39,80,0,59,68,54,8,80,20,35,14,80,3
YP1_0029,15,0,15,0,0,0,0,39,0,0,2,21,0,65,0
YP1_0030,15,0,4,0,0,19,0,44,0,0,0,6,0,32,0
YP1_0031,59,41,47,0,80,13,0,49,0,80,68,30,15,80,15
YP1_0032,55,0,42,0,80,27,0,45,0,0,48,30,1,79,12
YP1_0033,53,56,29,80,54,4,29,49,0,80,20,24,14,80,3
YP1_0034,5,0,0,0,0,3,15,54,47,0,60,0,1,0,5
YP1_0035,8,41,12,0,0,0,0,74,0,80,20,24,14,80,8
YP1_0036,62,41,26,0,0,13,0,48,0,49,20,27,0,64,0
YP1_0037,12,41,12,0,80,0,0,50,0,80,68,10,0,80,0
YP1_0038,13,0,15,0,0,0,0,45,0,0,2,29,0,80,0
YP1_0039,68,70,43,80,0,23,44,49,4,80,20,24,14,80,3
YP1_0040,68,0,15,0,0,1,0,45,0,0,0,24,0,80,0
YP1_0041,65,67,50,80,0,72,38,45,28,26,0,38,0,80,16
YP1_0042,56,70,74,80,80,37,68,45,59,58,80,79,1,80,12
YP1_0043,31,11,6,0,0,43,0,75,0,0,48,27,0,79,5
YP1_0044,28,13,20,80,11,30,40,20,59,0,12,75,0,72,0
YP1_0045,50,0,18,0,0,13,0,45,0,0,0,29,0,80,0
YP1_0046,80,29,64,80,80,50,68,45,62,0,60,79,1,80,12
YP1_0047,66,70,61,80,67,57,44,14,17,80,80,29,14,80,3
YP1_0048,64,41,50,0,0,13,0,54,0,80,68,30,14,80,3
YP1_0049,51,51,80,80,80,43,66,46,30,6,17,78,0,80,16
ZP1_0000,0,51,32,0,0,3,0,4,0,80,68,0,79,0,59
ZP1_0001,0,39,57,80,0,34,65,30,32,0,7,50,79,0,80
ZP1_0002,0,48,32,0,0,26,12,4,5,80,61,1,79,0,59
ZP1_0003,65,80,65,80,67,72,65,31,33,80,80,50,79,0,80
ZP1_0004,11,51,32,0,50,3,27,29,52,80,78,1,80,0,64
ZP1_0005,59,80,65,80,0,34,65,30,33,80,20,50,79,0,80
ZP1_0006,45,51,32,0,30,0,12,4,5,80,20,1,78,0,59
ZP1_0007,1,41,32,0,0,0,0,29,16,80,66,0,80,0,56
ZP1_0008,0,16,57,0,0,34,34,30,24,54,78,49,79,0,80
ZP1_0009,13,51,32,0,80,16,12,37,5,80,68,1,79,8,64
ZP1_0010,54,80,65,80,67,34,65,30,33,80,80,50,79,0,80
ZP1_0011,0,51,0,0,0,0,12,37,5,80,20,1,79,8,64
ZP1_0012,45,80,65,80,30,34,65,5,33,80,27,50,79,0,75
ZP1_0013,2,40,0,0,0,3,27,4,52,80,17,1,80,0,50
ZP1_0014,13,51,32,0,13,3,27,34,52,80,66,7,80,8,64
ZP1_0015,1,51,32,0,0,3,27,29,52,80,27,1,80,0,64
ZP1_0016,65,80,65,80,67,77,65,31,33,80,80,50,79,0,80
ZP1_0017,57,37,30,0,67,0,12,29,5,80,66,1,79,0,64
ZP1_0018,57,51,32,0,0,3,27,29,52,80,18,1,80,0,64
ZP1_0019,0,51,32,0,0,13,12,29,5,80,68,1,79,0,64
ZP1_0020,0,73,65,80,0,71,65,5,33,80,20,46,79,0,75
ZP1_0021,15,43,14,0,39,34,12,30,16,80,20,9,79,72,80
ZP1_0022,0,51,32,0,0,16,27,4,52,80,32,3,80,0,59
ZP1_0023,66,80,76,80,80,34,65,7,33,80,80,71,79,72,75
ZP1_0024,0,51,32,0,0,3,27,29,52,80,80,1,80,0,64
ZP1_0025,69,60,59,80,43,34,65,30,33,80,27,55,79,15,80
ZP1_0026,0,41,8,0,0,3,15,29,47,80,41,1,71,0,52
ZP1_0027,0,0,1,0,0,0,0,4,0,37,56,0,79,0,59
ZP1_0028,52,51,32,0,80,0,12,29,5,80,68,6,79,0,64
ZP1_0029,51,80,65,80,41,34,65,5,33,80,27,70,79,60,75
ZP1_0030,66,72,44,80,30,34,65,5,33,80,17,71,79,0,66
ZP1_0031,0,80,65,80,0,34,65,5,33,80,68,47,79,0,75
ZP1_0032,0,10,0,0,0,3,27,4,52,0,0,1,80,0,59
ZP1_0033,66,10,39,0,0,0,12,4,5,37,20,22,79,0,59
ZP1_0034,66,51,32,0,43,3,27,29,52,80,27,6,80,0,64
ZP1_0035,11,80,65,80,30,34,65,30,33,80,27,50,79,0,80
ZP1_0036,66,51,32,80,67,0,12,4,5,80,66,2,79,0,59
ZP1_0037,3,51,32,0,0,37,27,29,52,80,68,1,80,0,64
ZP1_0038,0,44,32,0,0,3,27,29,52,80,20,0,80,0,64
ZP1_0039,3,51,32,0,0,3,27,29,52,80,27,1,80,0,64
ZP1_0040,0,51,32,0,0,37,27,34,52,80,20,7,80,0,64
ZP1_0041,0,41,8,0,0,0,0,29,0,80,20,0,14,0,8
ZP1_0042,1,51,32,0,26,22,27,29,52,80,20,1,80,0,64
ZP1_0043,65,80,65,80,80,34,65,30,33,80,80,52,79,20,80
ZP1_0044,69,51,32,0,80,3,27,29,52,80,80,6,80,0,64
ZP1_0045,0,40,30,0,0,42,27,4,52,80,20,1,80,0,59
ZP1_0046,9,39,33,80,0,34,65,1,33,0,0,48,0,0,34
ZP1_0047,43,40,30,0,0,0,2,29,0,80,20,0,79,0,64
ZP1_0048,9,80,65,80,0,40,80,11,80,80,80,50,80,0,75
ZP1_0049,9,80,65,80,30,34,65,30,33,80,20,50,79,0,80
