,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
MP1_0026,0,43,34,80,36,11,40,51,5,0,32,20,0,52,48
MP1_0027,50,54,47,80,26,34,43,53,10,80,74,29,0,50,38
MP1_0028,3,22,12,8,0,19,33,18,5,0,0,15,0,34,48
MP1_0029,27,23,58,0,0,8,12,37,5,80,10,0,33,52,13
MP1_0030,2,33,47,11,0,21,27,62,5,0,17,22,33,51,76
MP1_0031,46,51,51,70,0,41,23,61,5,18,0,47,0,74,0
MP1_0032,4,32,61,70,0,13,26,59,10,51,60,20,80,52,13
MP1_0033,17,68,65,70,0,13,40,64,35,80,80,37,0,53,48
MP1_0034,70,5,26,0,0,10,0,48,1,0,70,37,33,51,13
MP1_0035,39,30,33,70,26,39,26,57,10,0,26,26,80,0,13
MP1_0036,4,30,34,70,0,31,23,43,5,0,70,20,33,48,13
MP1_0037,53,31,38,80,62,42,26,61,10,0,0,47,47,69,0
MP1_0038,64,26,43,56,0,20,23,58,5,0,0,47,0,74,0
MP1_0039,59,35,71,10,26,37,26,69,10,0,26,47,80,55,13
MP1_0040,55,55,58,70,80,37,23,64,5,80,30,47,0,78,0
MP1_0041,63,74,70,80,26,37,40,69,5,24,13,48,33,52,76
MP1_0042,75,73,59,70,0,31,40,64,5,80,10,47,0,55,48
MP1_0043,7,30,27,70,0,37,26,56,10,0,20,24,47,52,0
MP1_0044,35,42,50,70,0,31,40,69,5,0,6,46,33,56,76
MP1_0045,37,48,48,70,26,20,26,59,10,2,0,30,47,52,0
MP1_0046,0,67,48,70,0,44,40,62,5,80,36,24,0,58,48
MP1_0047,4,49,47,70,0,12,26,54,10,80,10,20,47,52,0
MP1_0048,46,41,53,70,0,29,26,63,10,80,71,47,47,80,0
MP1_0049,13,23,40,10,0,23,16,59,10,0,17,20,80,52,13
NP1_0000,40,80,72,70,80,80,80,22,80,80,80,80,80,73,78
NP1_0001,7,67,42,70,26,15,80,43,80,80,10,20,47,29,48
NP1_0002,40,70,54,70,80,13,80,13,80,80,80,25,80,2,80
NP1_0003,40,39,44,70,80,13,80,15,80,0,6,70,32,28,48
NP1_0004,5,49,36,70,0,13,26,4,10,80,10,22,47,0,0
NP1_0005,30,66,40,70,62,15,80,12,80,80,77,26,47,0,48
NP1_0006,1,39,20,56,0,13,80,10,80,0,70,20,47,0,48
NP1_0007,7,67,46,70,0,19,80,12,80,80,10,22,47,16,48
NP1_0008,10,52,54,70,80,20,26,14,10,80,80,20,80,0,17
NP1_0009,39,66,37,70,80,15,80,12,80,80,10,20,47,0,48
NP1_0010,34,41,38,70,80,23,80,8,80,0,24,20,47,0,48
NP1_0011,39,25,20,70,80,13,26,10,10,0,44,20,47,0,0
NP1_0012,3,25,20,70,0,20,26,12,10,0,67,24,47,25,0
NP1_0013,5,49,45,50,0,13,26,35,10,80,10,20,0,34,0
NP1_0014,34,67,47,70,0,38,80,20,80,76,10,7,47,23,48
NP1_0015,24,67,41,70,80,13,80,12,80,80,71,20,47,0,48
NP1_0016,1,34,11,70,0,47,80,8,80,0,70,19,16,0,47
NP1_0017,37,75,54,70,80,67,80,26,80,80,80,53,80,40,80
NP1_0018,37,52,33,70,80,55,80,34,80,49,80,23,47,29,47
NP1_0019,31,56,46,70,0,27,26,14,10,80,10,20,80,0,17
NP1_0020,60,70,54,70,80,16,80,13,80,80,80,20,80,0,80
NP1_0021,14,52,54,70,80,13,26,14,10,80,80,20,80,0,17
NP1_0022,30,39,20,70,80,15,80,16,80,0,60,23,47,0,48
NP1_0023,6,19,31,48,80,15,30,7,46,80,80,26,49,0,79
NP1_0024,53,71,70,70,80,22,80,16,80,80,80,58,54,45,79
NP1_0025,39,67,37,70,80,17,80,12,80,80,80,26,47,0,48
NP1_0026,3,39,20,70,0,13,80,10,80,0,0,20,47,0,48
NP1_0027,57,39,33,70,80,16,80,13,80,0,70,38,32,28,48
NP1_0028,7,41,44,20,80,14,55,12,46,80,80,4,47,51,48
NP1_0029,65,68,65,70,80,20,80,18,80,80,76,49,47,57,48
NP1_0030,40,67,47,70,80,16,80,18,80,80,80,29,47,51,48
NP1_0031,25,52,54,70,80,13,26,16,10,80,80,24,80,25,17
NP1_0032,6,49,44,70,80,13,26,16,10,80,80,20,15,0,0
NP1_0033,40,67,41,70,80,13,80,12,80,80,54,26,47,0,48
NP1_0034,39,47,41,70,80,12,26,11,10,80,10,20,47,0,0
NP1_0035,30,80,61,75,80,41,80,33,80,80,80,76,80,80,80
NP1_0036,37,52,51,70,80,13,26,11,10,80,80,24,49,4,17
NP1_0037,37,60,45,14,80,75,55,10,6,80,80,0,47,0,25
NP1_0038,40,39,39,70,80,17,80,22,80,0,70,25,80,23,76
NP1_0039,0,44,33,56,18,76,80,12,80,0,70,20,80,0,76
NP1_0040,37,39,33,70,80,13,80,15,80,0,70,48,32,28,48
NP1_0041,58,39,33,70,80,17,80,12,80,0,70,20,80,0,76
NP1_0042,32,39,20,70,80,41,80,16,80,0,6,20,47,0,48
NP1_0043,32,67,46,70,80,15,80,12,80,80,10,22,47,9,48
NP1_0044,39,52,54,70,80,14,26,14,10,80,80,26,80,0,17
NP1_0045,37,67,41,70,80,19,80,12,80,80,77,26,47,0,48
NP1_0046,43,70,54,70,80,13,80,12,80,80,80,20,80,0,80
NP1_0047,37,70,66,70,26,19,80,56,80,80,10,74,65,29,78
NP1_0048,25,49,41,70,0,18,26,12,10,80,10,26,47,0,0
NP1_0049,7,48,43,50,0,11,80,12,80,80,10,22,47,2,48
TP1_0000,25,47,26,70,80,13,26,2,10,80,78,24,15,0,0
TP1_0001,5,20,27,70,80,13,21,2,10,80,16,13,0,0,0
TP1_0002,0,52,54,70,80,13,23,11,7,80,80,20,33,0,17
TP1_0003,6,35,31,70,80,11,19,5,5,80,80,24,16,17,0
TP1_0004,1,9,13,0,80,0,0,3,0,80,80,0,0,0,0
TP1_0005,32,34,26,70,80,25,23,16,7,80,10,18,0,0,0
TP1_0006,26,9,26,0,80,4,0,10,0,80,80,0,0,29,3
TP1_0007,38,45,47,70,80,13,21,2,10,80,80,12,0,2,3
TP1_0008,6,37,12,55,80,24,14,2,5,80,80,27,16,28,0
TP1_0009,26,50,44,70,80,19,26,19,10,80,80,26,0,20,5
TP1_0010,6,32,34,69,80,6,8,26,5,80,45,38,0,63,0
TP1_0011,38,68,56,70,80,17,43,26,10,80,76,51,0,57,0
TP1_0012,9,14,27,0,80,20,0,17,0,80,80,0,0,29,3
TP1_0013,3,7,14,27,80,2,3,12,5,80,45,9,0,57,0
TP1_0014,0,14,14,0,80,21,0,4,0,80,60,32,0,54,0
TP1_0015,13,16,26,60,80,12,16,3,0,80,80,2,0,0,1
TP1_0016,14,17,32,60,80,10,13,5,0,80,80,14,8,51,3
TP1_0017,32,29,44,70,80,22,18,9,4,80,80,12,33,11,15
TP1_0018,32,54,56,70,80,35,23,30,5,80,80,26,33,0,15
TP1_0019,30,48,36,70,80,41,43,12,10,80,80,42,0,51,30
TP1_0020,19,38,39,70,80,22,26,6,10,53,68,32,0,28,3
TP1_0021,17,29,50,70,80,17,18,15,10,80,80,18,0,23,8
TP1_0022,32,54,41,80,80,26,23,16,5,80,10,36,0,57,0
TP1_0023,3,9,13,47,80,6,3,2,0,80,80,12,0,51,0
TP1_0024,32,31,44,70,80,19,23,25,5,55,32,18,0,29,0
TP1_0025,7,16,26,64,80,8,18,7,0,80,80,2,0,0,8
TP1_0026,24,31,41,70,80,42,18,6,4,40,70,32,33,28,13
TP1_0027,4,34,46,70,80,13,23,11,7,80,80,20,33,0,15
TP1_0028,20,50,44,70,80,13,26,3,10,80,80,39,0,28,5
TP1_0029,32,34,46,70,80,14,23,13,5,80,80,23,33,28,15
TP1_0030,24,48,38,70,80,13,23,16,10,80,22,20,0,0,0
TP1_0031,32,26,33,70,80,13,23,14,5,78,20,39,0,28,0
TP1_0032,24,24,51,70,80,17,18,17,5,80,80,6,33,23,15
TP1_0033,32,34,46,70,80,19,23,25,5,80,80,24,25,0,15
TP1_0034,0,9,13,0,0,0,0,2,0,80,10,0,0,4,0
TP1_0035,3,9,13,33,80,6,3,2,5,80,80,3,47,28,0
TP1_0036,8,53,25,70,80,36,19,11,5,80,22,20,0,0,0
TP1_0037,0,2,0,14,80,0,0,2,0,25,0,0,0,0,0
TP1_0038,9,35,27,70,80,5,14,20,5,80,80,42,0,28,0
TP1_0039,3,9,13,27,80,6,3,11,5,80,80,4,21,28,0
TP1_0040,24,49,49,70,80,29,18,17,7,80,80,6,0,30,0
TP1_0041,3,14,14,20,80,35,3,19,5,80,16,8,47,57,0
TP1_0042,17,29,29,70,80,15,21,8,6,80,80,16,0,80,0
TP1_0043,32,34,46,70,80,17,23,12,5,80,80,28,33,28,15
TP1_0044,3,9,11,0,80,0,0,4,0,80,80,0,0,0,0
TP1_0045,32,49,54,70,80,19,23,12,5,80,80,37,33,57,13
TP1_0046,14,46,34,70,80,13,23,5,5,80,80,26,33,0,17
TP1_0047,4,29,23,20,54,6,0,27,5,80,80,0,0,69,0
TP1_0048,40,31,51,70,80,20,26,6,9,80,80,35,0,28,3
TP1_0049,2,10,13,47,80,6,3,2,5,80,80,14,21,0,0
VP1_0000,10,34,26,69,80,12,5,27,2,80,80,7,0,76,0
VP1_0001,14,56,78,70,80,32,23,12,5,80,80,47,33,51,15
VP1_0002,2,0,0,5,0,2,3,2,5,0,70,0,47,0,0
VP1_0003,20,50,44,70,80,13,26,2,10,80,80,20,15,0,3
VP1_0004,32,59,59,80,80,32,23,29,5,80,80,29,33,26,17
VP1_0005,22,39,35,56,80,63,26,2,6,80,80,24,0,0,3
VP1_0006,6,25,29,70,80,13,26,9,10,0,70,20,0,23,3
VP1_0007,0,9,13,0,0,4,0,2,0,80,10,0,0,0,0
VP1_0008,7,25,13,70,80,16,23,14,5,0,70,20,0,0,0
VP1_0009,14,31,51,70,80,15,23,27,5,80,54,28,33,55,17
VP1_0010,10,36,27,34,0,24,5,9,0,2,76,0,0,26,0
VP1_0011,20,25,34,70,80,22,26,3,10,0,70,48,0,28,3
VP1_0012,5,55,44,70,80,39,26,1,10,80,80,20,0,0,5
VP1_0013,20,55,44,70,80,39,26,2,10,80,80,32,0,28,5
VP1_0014,15,0,13,0,80,0,0,8,0,0,70,4,0,0,3
VP1_0015,13,38,18,47,80,22,8,22,5,80,80,6,16,20,0
VP1_0016,15,20,23,70,80,13,26,17,10,0,70,12,0,0,0
VP1_0017,4,52,47,70,0,19,23,20,10,80,80,20,0,0,5
VP1_0018,4,26,22,70,80,12,23,8,5,0,70,20,8,0,3
VP1_0019,32,53,60,70,80,17,23,16,5,80,80,37,33,51,17
VP1_0020,22,48,24,70,0,34,26,5,10,80,0,51,0,28,0
VP1_0021,5,12,18,47,80,5,9,4,5,80,80,34,15,61,0
VP1_0022,14,25,33,56,80,13,23,12,5,0,70,33,33,28,13
VP1_0023,24,52,54,70,80,17,23,7,10,80,80,26,32,0,17
VP1_0024,0,9,13,0,0,0,0,2,0,80,10,0,0,0,0
VP1_0025,0,45,52,10,0,12,16,12,5,53,80,18,33,0,17
VP1_0026,33,52,54,70,80,19,23,36,5,80,80,20,24,0,17
VP1_0027,3,9,18,0,80,6,3,2,5,80,60,4,16,51,0
VP1_0028,5,50,44,70,80,13,26,3,10,80,80,18,15,0,3
VP1_0029,0,9,19,0,0,2,0,4,0,80,60,35,0,51,0
VP1_0030,25,51,53,70,80,19,23,20,10,80,80,20,0,16,0
VP1_0031,3,12,13,56,80,5,6,1,0,80,80,20,0,0,0
VP1_0032,5,72,44,70,80,60,43,2,10,80,80,26,0,0,16
VP1_0033,4,57,56,70,80,35,23,33,5,80,80,14,0,48,5
VP1_0034,3,9,13,27,80,2,3,2,5,80,80,0,47,0,0
VP1_0035,9,10,0,55,80,2,8,13,5,0,70,11,16,0,0
VP1_0036,3,9,13,33,80,2,3,2,5,80,80,17,47,0,0
VP1_0037,25,25,33,70,80,13,26,19,10,0,70,20,33,0,13
VP1_0038,0,44,45,70,0,11,23,6,5,80,63,20,33,0,17
VP1_0039,9,17,14,55,80,31,14,18,5,80,80,26,16,0,0
VP1_0040,4,49,60,70,80,17,23,14,5,80,80,20,33,23,13
VP1_0041,22,29,34,70,80,20,26,3,10,0,70,51,47,28,3
VP1_0042,8,36,16,70,80,11,14,12,5,80,80,20,16,0,0
VP1_0043,24,25,33,70,80,13,23,11,10,0,70,20,0,0,8
VP1_0044,6,25,32,70,80,45,26,8,10,0,70,20,0,0,3
VP1_0045,3,0,7,27,80,2,3,22,5,0,70,0,47,6,0
VP1_0046,3,9,13,16,80,2,3,4,5,80,80,2,21,0,0
VP1_0047,3,9,13,33,80,2,3,2,5,80,80,0,47,0,0
VP1_0048,3,9,13,27,80,2,3,2,5,80,80,10,47,0,0
VP1_0049,24,57,54,70,80,39,23,15,10,80,80,26,24,0,17
WP1_0000,67,35,63,80,0,30,23,28,5,0,70,58,33,28,13
WP1_0001,71,53,65,70,80,20,23,20,5,80,80,60,33,28,17
WP1_0002,65,72,53,70,80,67,80,40,80,80,80,77,32,57,47
WP1_0003,22,26,44,70,80,20,23,18,5,0,70,60,33,28,13
WP1_0004,80,68,53,70,80,32,40,15,5,80,80,80,0,44,47
WP1_0005,6,17,13,44,0,36,20,5,0,80,10,75,0,28,0
WP1_0006,80,68,52,70,54,34,40,18,5,80,77,80,0,28,48
WP1_0007,37,40,44,70,80,13,80,16,80,0,70,80,47,28,48
WP1_0008,53,68,52,70,80,45,40,12,10,80,80,80,0,28,22
WP1_0009,71,26,44,70,80,30,26,16,10,0,70,60,47,28,0
WP1_0010,50,68,65,70,0,49,40,18,5,80,80,80,0,28,48
WP1_0011,6,3,23,52,80,39,21,25,7,0,0,60,0,48,0
WP1_0012,35,49,27,56,62,29,21,46,1,22,60,50,0,57,0
WP1_0013,40,72,62,70,80,23,40,18,5,80,45,80,0,28,48
WP1_0014,71,71,64,70,80,37,40,20,5,80,80,80,33,28,80
WP1_0015,32,41,42,70,80,20,40,32,5,0,0,80,0,51,48
WP1_0016,50,68,66,70,80,13,40,55,5,80,80,80,0,57,48
WP1_0017,55,26,33,70,80,36,26,22,5,0,47,60,33,28,13
WP1_0018,79,30,36,80,0,40,26,18,10,0,44,47,47,51,0
WP1_0019,19,52,54,70,62,47,26,14,5,80,80,33,33,0,17
WP1_0020,50,42,77,70,80,25,43,32,11,0,41,80,0,51,48
WP1_0021,71,50,52,70,80,25,23,18,5,80,77,60,0,28,35
WP1_0022,71,31,45,70,80,70,26,32,10,0,70,60,49,57,13
WP1_0023,17,26,31,70,80,43,23,12,5,0,0,44,0,28,0
WP1_0024,14,33,36,70,80,49,24,27,5,0,53,80,0,51,0
WP1_0025,41,45,52,80,80,35,23,25,5,0,70,51,33,27,15
WP1_0026,51,11,26,70,0,41,31,4,5,0,0,80,0,28,2
WP1_0027,40,39,44,70,80,14,43,15,10,0,70,57,47,28,48
WP1_0028,16,3,13,56,0,17,6,18,0,0,61,60,0,51,0
WP1_0029,73,26,50,70,36,20,23,77,5,0,70,60,33,80,13
WP1_0030,80,27,58,70,80,47,26,38,10,0,70,60,33,29,13
WP1_0031,26,45,32,70,0,72,40,53,7,0,70,80,0,57,48
WP1_0032,38,40,31,70,0,31,80,16,80,0,0,80,47,28,48
WP1_0033,63,51,35,70,0,18,23,20,5,80,56,60,33,28,15
WP1_0034,45,5,33,0,0,8,5,18,5,0,70,56,33,28,13
WP1_0035,17,39,31,65,0,11,23,12,5,0,0,43,0,0,0
WP1_0036,80,41,46,70,0,53,40,43,5,0,70,80,0,80,35
WP1_0037,80,45,31,70,0,65,43,37,10,0,70,60,47,57,47
WP1_0038,71,50,53,70,80,34,23,18,5,80,80,60,0,28,0
WP1_0039,80,44,46,80,54,39,80,42,80,0,70,80,16,34,43
WP1_0040,58,50,65,70,80,12,23,20,5,80,80,60,33,28,13
WP1_0041,67,26,45,70,80,17,23,55,5,0,70,60,33,57,13
WP1_0042,52,52,64,70,0,45,26,17,10,80,80,57,34,28,17
WP1_0043,72,20,35,61,26,30,23,16,5,0,0,59,0,4,0
WP1_0044,45,35,22,70,18,39,40,14,5,0,0,77,0,28,48
WP1_0045,32,21,31,70,80,20,23,32,5,0,0,60,0,49,0
WP1_0046,35,26,32,70,80,28,23,16,5,0,0,60,0,28,0
WP1_0047,44,40,31,70,80,45,80,16,80,0,70,80,47,28,48
WP1_0048,70,26,32,56,0,37,26,16,5,0,70,53,0,24,0
WP1_0049,28,39,31,70,0,20,28,16,10,0,0,60,21,4,2
XP1_0000,3,9,26,0,0,2,3,6,5,80,19,0,80,0,13
XP1_0001,0,39,32,70,26,22,80,10,80,0,3,20,80,0,69
XP1_0002,0,10,11,1,0,13,11,10,10,0,0,12,80,0,13
XP1_0003,0,14,3,0,0,4,20,2,5,0,0,0,80,0,61
XP1_0004,0,14,13,0,0,0,17,4,5,0,0,0,80,0,76
XP1_0005,0,21,3,0,0,4,20,4,5,80,13,0,80,0,71
XP1_0006,0,23,18,0,0,4,20,4,5,80,14,0,80,0,69
XP1_0007,0,25,33,70,0,14,26,12,10,0,61,20,80,0,13
XP1_0008,0,14,13,0,0,2,20,2,5,0,70,0,80,0,69
XP1_0009,29,0,13,0,0,3,3,4,5,0,0,0,80,0,13
XP1_0010,25,39,33,70,80,16,80,8,80,0,70,20,78,0,58
XP1_0011,50,14,13,0,26,2,20,4,5,0,9,5,80,0,76
XP1_0012,1,14,13,0,0,12,20,4,5,0,9,0,80,0,69
XP1_0013,0,8,21,0,0,2,3,4,5,80,10,0,80,0,15
XP1_0014,0,8,19,0,0,2,3,4,5,80,80,0,80,0,15
XP1_0015,4,49,54,70,0,23,26,12,10,80,80,20,49,0,15
XP1_0016,0,14,13,0,26,2,20,1,5,0,9,0,80,0,69
XP1_0017,3,9,13,16,80,2,3,4,5,80,10,0,80,0,15
XP1_0018,1,52,54,70,0,12,26,14,10,80,19,20,80,0,17
XP1_0019,0,25,33,56,0,13,26,12,10,0,70,20,80,0,13
XP1_0020,1,25,33,56,0,16,26,12,10,0,0,20,80,0,13
XP1_0021,0,0,2,0,0,2,3,5,5,0,0,0,80,0,13
XP1_0022,0,0,13,0,80,2,0,2,5,0,70,0,80,0,13
XP1_0023,32,9,32,0,26,12,3,13,5,80,36,6,80,23,15
XP1_0024,0,8,23,0,0,2,3,4,5,80,10,0,80,0,13
XP1_0025,3,14,26,0,0,59,3,21,5,80,10,4,65,29,13
XP1_0026,4,39,20,70,0,21,80,8,80,0,0,20,47,0,48
XP1_0027,2,14,21,0,0,26,3,7,5,80,16,2,80,35,15
XP1_0028,0,0,2,0,0,2,3,6,5,0,0,0,80,0,13
XP1_0029,0,14,13,0,0,28,20,4,5,0,53,0,80,0,76
XP1_0030,4,30,33,70,26,33,26,10,10,0,0,20,80,0,13
XP1_0031,8,14,26,5,62,18,3,5,5,80,80,0,80,0,15
XP1_0032,1,1,13,0,0,0,20,4,0,0,0,2,80,0,76
XP1_0033,2,14,13,0,0,6,20,2,5,0,70,0,80,0,69
XP1_0034,4,41,47,14,0,14,32,12,10,80,10,0,80,0,71
XP1_0035,4,25,33,70,0,17,26,16,10,0,0,11,80,19,13
XP1_0036,4,39,33,70,0,12,80,10,52,0,70,20,80,0,69
XP1_0037,18,70,54,70,0,12,80,12,80,80,57,24,80,0,73
XP1_0038,1,0,13,0,80,0,3,4,5,0,70,0,80,0,13
XP1_0039,8,23,26,0,0,6,20,4,5,80,19,4,80,0,71
XP1_0040,0,14,13,0,0,0,17,2,5,0,0,0,80,0,69
XP1_0041,2,9,26,0,0,1,3,4,5,80,57,0,80,0,15
XP1_0042,10,7,23,0,0,4,3,2,5,0,9,11,80,0,48
XP1_0043,11,14,13,0,0,26,20,4,5,0,9,0,80,0,76
XP1_0044,0,6,0,0,0,2,3,12,5,78,68,0,72,0,15
XP1_0045,8,52,52,10,0,15,26,12,10,80,19,18,80,0,17
XP1_0046,14,13,22,1,0,2,3,4,5,0,9,10,80,0,13
XP1_0047,0,0,13,0,0,2,0,2,5,0,70,0,80,0,13
XP1_0048,13,6,24,5,80,18,3,6,5,0,9,22,80,3,13
XP1_0049,1,23,26,0,0,2,20,2,5,80,80,0,80,23,69
YP1_0000,27,52,39,66,0,33,23,33,4,80,8,31,0,60,0
YP1_0001,16,14,13,0,0,13,17,17,0,0,0,26,0,57,0
YP1_0002,23,35,26,55,0,68,14,45,0,80,80,25,0,80,0
YP1_0003,47,10,44,0,0,2,3,22,5,80,80,19,47,80,3
YP1_0004,59,7,42,10,0,6,0,26,0,2,70,22,25,80,13
YP1_0005,6,36,15,70,80,59,14,10,5,80,10,42,16,71,0
YP1_0006,10,26,26,33,0,67,5,26,0,0,20,25,0,80,0
YP1_0007,3,1,8,10,0,31,0,26,5,0,0,8,47,80,0
YP1_0008,6,0,1,10,0,16,0,36,0,0,64,25,0,60,0
YP1_0009,22,1,28,0,0,11,0,27,0,0,70,35,0,80,1
YP1_0010,47,57,63,66,0,66,18,32,0,80,80,22,33,80,15
YP1_0011,3,14,14,0,54,38,3,22,5,80,10,4,0,71,0
YP1_0012,30,10,32,0,0,13,0,27,0,80,10,26,0,80,0
YP1_0013,72,6,26,0,0,20,0,24,0,9,80,22,33,80,15
YP1_0014,0,12,6,69,0,18,5,24,0,0,0,31,0,60,0
YP1_0015,13,9,21,10,0,29,0,46,0,80,74,25,0,60,0
YP1_0016,19,26,37,50,0,18,23,33,5,0,0,46,0,80,3
YP1_0017,10,8,20,0,0,8,0,24,0,13,20,6,0,79,0
YP1_0018,6,2,25,0,0,0,0,24,0,0,0,26,0,80,0
YP1_0019,16,26,45,70,0,46,26,32,10,0,70,51,0,80,3
YP1_0020,19,21,47,61,80,13,15,29,0,80,80,26,0,80,3
YP1_0021,16,26,33,70,0,22,26,32,10,0,0,51,0,80,0
YP1_0022,55,6,30,10,0,15,0,30,0,67,0,35,0,80,0
YP1_0023,6,5,7,0,0,56,0,25,0,0,0,25,0,80,0
YP1_0024,32,30,52,70,80,21,18,13,0,80,80,19,3,80,12
YP1_0025,6,20,22,56,80,51,14,25,5,51,10,50,16,80,0
YP1_0026,14,30,44,10,0,41,23,30,5,0,0,48,0,80,0
YP1_0027,32,53,72,70,80,17,23,31,5,80,80,47,0,79,8
YP1_0028,6,49,35,56,0,75,26,28,0,80,10,32,0,80,0
YP1_0029,55,5,26,10,0,10,0,22,0,0,17,22,0,77,0
YP1_0030,33,4,19,0,0,37,0,17,0,0,0,8,0,69,0
YP1_0031,17,19,52,10,80,14,0,31,0,80,80,26,0,80,3
YP1_0032,16,6,25,14,80,36,0,27,0,0,70,26,0,76,3
YP1_0033,27,21,44,47,62,9,12,31,0,80,10,22,0,80,0
YP1_0034,2,0,1,0,0,2,3,8,5,0,70,0,47,0,0
YP1_0035,13,9,20,0,0,4,0,39,0,80,10,16,0,80,0
YP1_0036,22,9,35,10,0,29,0,26,0,55,10,35,0,68,0
YP1_0037,3,9,20,0,80,0,0,26,0,80,80,12,0,80,0
YP1_0038,7,1,13,0,0,1,0,27,0,0,17,25,0,80,0
YP1_0039,45,45,50,56,0,40,18,31,0,80,10,22,0,80,0
YP1_0040,45,1,23,0,0,7,0,28,0,0,0,22,0,80,0
YP1_0041,51,54,52,65,0,69,17,29,5,18,0,23,0,79,0
YP1_0042,19,51,62,70,80,13,26,39,10,62,80,51,0,80,3
YP1_0043,15,5,10,0,0,67,0,41,0,0,70,25,0,71,0
YP1_0044,11,14,22,69,36,36,14,17,5,0,0,35,15,54,0
YP1_0045,14,1,23,0,0,29,0,27,0,0,0,26,0,80,0
YP1_0046,80,29,47,80,80,46,26,34,10,0,70,60,0,80,3
YP1_0047,32,49,59,70,80,33,18,18,4,80,80,25,0,79,0
YP1_0048,27,10,44,0,0,29,0,30,0,80,80,35,0,80,0
YP1_0049,14,50,72,70,80,22,23,43,5,2,6,51,0,80,0
ZP1_0000,0,13,26,0,0,10,2,5,0,80,80,0,33,0,71
ZP1_0001,0,41,33,56,0,11,40,14,5,0,9,18,33,0,78
ZP1_0002,10,26,23,0,0,34,17,5,0,53,80,0,33,0,71
ZP1_0003,24,75,54,70,80,54,40,21,5,80,80,20,33,0,80
ZP1_0004,10,23,26,0,54,2,20,6,5,80,77,0,80,0,78
ZP1_0005,29,63,54,70,0,15,40,14,5,80,10,20,33,0,80
ZP1_0006,30,22,26,14,26,3,17,2,0,80,10,0,33,0,71
ZP1_0007,0,9,26,0,0,0,0,6,0,80,57,0,65,0,73
ZP1_0008,0,17,39,5,0,12,27,14,5,62,74,20,33,0,80
ZP1_0009,25,28,26,0,80,19,17,19,0,80,80,0,33,29,78
ZP1_0010,26,70,54,70,80,11,40,14,5,80,80,20,33,0,80
ZP1_0011,0,27,3,0,0,0,17,19,0,80,10,0,33,29,78
ZP1_0012,21,70,54,70,26,11,40,12,5,80,19,20,33,0,73
ZP1_0013,13,21,3,0,0,2,20,4,5,80,11,0,80,0,69
ZP1_0014,3,23,26,0,0,2,20,10,5,80,63,4,80,29,78
ZP1_0015,1,23,26,0,0,2,20,6,5,80,19,0,80,0,78
ZP1_0016,24,75,54,80,80,68,40,22,5,80,80,20,33,0,80
ZP1_0017,29,21,24,0,80,0,17,6,0,80,80,0,33,0,78
ZP1_0018,29,23,26,0,0,2,20,6,5,80,10,0,80,0,78
ZP1_0019,0,23,26,0,0,37,17,6,0,80,80,0,33,0,78
ZP1_0020,25,74,50,75,0,54,40,12,5,80,10,16,33,0,73
ZP1_0021,11,18,38,0,18,8,9,18,5,80,10,2,33,29,80
ZP1_0022,0,27,26,0,0,16,20,4,5,80,10,0,80,0,71
ZP1_0023,32,71,71,70,80,11,40,17,5,80,80,34,33,51,73
ZP1_0024,0,23,25,0,0,2,20,6,5,80,80,0,80,0,78
ZP1_0025,36,65,47,70,26,11,40,14,5,80,19,27,33,2,80
ZP1_0026,1,9,15,0,0,2,3,5,5,80,26,0,80,0,41
ZP1_0027,0,2,4,0,0,0,0,4,0,31,78,0,33,0,71
ZP1_0028,23,23,26,0,80,0,17,6,0,80,80,4,33,0,78
ZP1_0029,22,71,60,70,62,11,40,15,5,80,19,31,33,44,73
ZP1_0030,42,69,35,70,26,11,40,16,5,80,11,47,33,3,71
ZP1_0031,0,60,54,61,0,16,40,12,5,80,80,20,33,0,73
ZP1_0032,0,14,0,0,0,2,20,4,5,9,0,0,80,0,71
ZP1_0033,42,17,26,0,0,0,17,8,0,58,17,22,33,3,71
ZP1_0034,33,23,26,0,26,6,20,6,5,80,19,5,80,0,78
ZP1_0035,2,70,54,70,26,18,40,13,5,80,19,20,33,0,80
ZP1_0036,32,23,26,60,80,3,17,3,0,80,80,0,33,0,71
ZP1_0037,1,28,26,10,0,44,20,6,5,80,80,0,80,0,78
ZP1_0038,0,22,21,0,0,2,20,6,5,80,16,0,80,0,78
ZP1_0039,14,23,26,0,0,2,20,6,5,80,19,0,80,0,78
ZP1_0040,0,28,25,0,0,49,20,8,5,80,10,2,80,0,78
ZP1_0041,0,9,12,0,0,0,0,4,0,80,10,0,0,0,0
ZP1_0042,1,23,26,0,0,17,20,6,5,80,10,0,80,0,78
ZP1_0043,32,70,54,70,80,15,40,16,5,80,80,26,33,40,73
ZP1_0044,46,23,31,0,80,2,20,6,5,80,80,5,80,0,78
ZP1_0045,0,28,24,0,0,59,20,4,5,80,10,0,80,0,71
ZP1_0046,4,39,20,65,0,11,40,10,5,0,0,20,0,0,48
ZP1_0047,23,23,23,0,0,0,3,6,0,80,10,0,33,0,75
ZP1_0048,4,70,54,70,0,21,80,15,80,80,80,20,80,0,73
ZP1_0049,4,70,53,70,26,11,40,14,5,80,10,20,33,0,80
